AvgSpotLen	BioSample	Experiment	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	cell_line	cell_type	disease_status	patient	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	gender
133	SAMN08145627	SRX3454944	2017-12-07	138	57	2018-04-20	SRR6358293	SRS2743642	GSM2880261		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145626	SRX3454945	2017-12-07	74	30	2018-04-20	SRR6358294	SRS2743644	GSM2880262		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08145625	SRX3454946	2017-12-07	16	7	2018-04-20	SRR6358295	SRS2743645	GSM2880263		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145624	SRX3454947	2017-12-07	36	15	2018-04-20	SRR6358296	SRS2743647	GSM2880264		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
122	SAMN08145623	SRX3454948	2017-12-07	12	5	2018-04-20	SRR6358297	SRS2743646	GSM2880265		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145622	SRX3454949	2017-12-07	15	6	2018-04-20	SRR6358298	SRS2743649	GSM2880266		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08145621	SRX3454950	2017-12-07	93	38	2018-04-20	SRR6358299	SRS2743648	GSM2880267		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145620	SRX3454951	2017-12-07	50	21	2018-04-20	SRR6358300	SRS2743650	GSM2880268		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
118	SAMN08145619	SRX3454952	2017-12-07	14	6	2018-04-20	SRR6358301	SRS2743652	GSM2880269		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08144970	SRX3454953	2017-12-07	24	10	2018-04-20	SRR6358302	SRS2743651	GSM2880270		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
139	SAMN08144969	SRX3454954	2017-12-07	0	0	2018-04-20	SRR6358303	SRS2743654	GSM2880271		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08144968	SRX3454955	2017-12-07	107	44	2018-04-20	SRR6358304	SRS2743653	GSM2880272		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144967	SRX3454956	2017-12-07	127	51	2018-04-20	SRR6358305	SRS2743655	GSM2880273		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144966	SRX3454957	2017-12-07	226	91	2018-04-20	SRR6358306	SRS2743657	GSM2880274		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08144965	SRX3454958	2017-12-07	20	8	2018-04-20	SRR6358307	SRS2743658	GSM2880275		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08144964	SRX3454959	2017-12-07	49	20	2018-04-20	SRR6358308	SRS2743659	GSM2880276		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08144963	SRX3454960	2017-12-07	35	14	2018-04-20	SRR6358309	SRS2743656	GSM2880277		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144962	SRX3454961	2017-12-07	112	45	2018-04-20	SRR6358310	SRS2743660	GSM2880278		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08144961	SRX3454962	2017-12-07	22	9	2018-04-20	SRR6358311	SRS2743661	GSM2880279		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08144972	SRX3454963	2017-12-07	133	54	2018-04-20	SRR6358312	SRS2743662	GSM2880280		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08144971	SRX3454964	2017-12-07	18	7	2018-04-20	SRR6358313	SRS2743663	GSM2880281		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08144984	SRX3454965	2017-12-07	118	48	2018-04-20	SRR6358314	SRS2743664	GSM2880282		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08144983	SRX3454966	2017-12-07	133	53	2018-04-20	SRR6358315	SRS2743665	GSM2880283		Memory T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08145195	SRX3454670	2017-12-07	60	25	2018-04-20	SRR6358403	SRS2743390	GSM2880371		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145194	SRX3454671	2017-12-07	6	2	2018-04-20	SRR6358404	SRS2743366	GSM2880372		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145193	SRX3454672	2017-12-07	82	34	2018-04-20	SRR6358405	SRS2743367	GSM2880373		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08145191	SRX3454673	2017-12-07	23	9	2018-04-20	SRR6358406	SRS2743368	GSM2880374		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145190	SRX3454674	2017-12-07	55	22	2018-04-20	SRR6358407	SRS2743447	GSM2880375		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08145189	SRX3454675	2017-12-07	74	30	2018-04-20	SRR6358408	SRS2743369	GSM2880376		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145188	SRX3454676	2017-12-07	53	22	2018-04-20	SRR6358409	SRS2743370	GSM2880377		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145187	SRX3454677	2017-12-07	10	4	2018-04-20	SRR6358410	SRS2743372	GSM2880378		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145192	SRX3454678	2017-12-07	6	2	2018-04-20	SRR6358411	SRS2743373	GSM2880379		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
118	SAMN08145186	SRX3454775	2017-12-07	3	1	2018-04-20	SRR6358412	SRS2743475	GSM2880380		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08145185	SRX3454776	2017-12-07	3	1	2018-04-20	SRR6358413	SRS2743476	GSM2880381		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145184	SRX3454777	2017-12-07	4	2	2018-04-20	SRR6358414	SRS2743474	GSM2880382		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
140	SAMN08145183	SRX3454778	2017-12-07	17	7	2018-04-20	SRR6358415	SRS2743477	GSM2880383		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145182	SRX3454779	2017-12-07	62	25	2018-04-20	SRR6358416	SRS2743478	GSM2880384		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
142	SAMN08145181	SRX3454780	2017-12-07	33	13	2018-04-20	SRR6358417	SRS2743479	GSM2880385		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145180	SRX3454781	2017-12-07	10	4	2018-04-20	SRR6358418	SRS2743480	GSM2880386		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145179	SRX3454782	2017-12-07	4	2	2018-04-20	SRR6358419	SRS2743482	GSM2880387		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145178	SRX3454783	2017-12-07	75	31	2018-04-20	SRR6358420	SRS2743483	GSM2880388		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145177	SRX3454784	2017-12-07	63	26	2018-04-20	SRR6358421	SRS2743481	GSM2880389		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08145176	SRX3454785	2017-12-07	28	12	2018-04-20	SRR6358422	SRS2743484	GSM2880390		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145175	SRX3454786	2017-12-07	65	27	2018-04-20	SRR6358423	SRS2743485	GSM2880391		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145174	SRX3454787	2017-12-07	5	2	2018-04-20	SRR6358424	SRS2743486	GSM2880392		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145173	SRX3454788	2017-12-07	3	1	2018-04-20	SRR6358425	SRS2743488	GSM2880393		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
121	SAMN08145172	SRX3454789	2017-12-07	3	1	2018-04-20	SRR6358426	SRS2743487	GSM2880394		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145171	SRX3454790	2017-12-07	3	1	2018-04-20	SRR6358427	SRS2743489	GSM2880395		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145170	SRX3454791	2017-12-07	5	2	2018-04-20	SRR6358428	SRS2743490	GSM2880396		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08145169	SRX3454792	2017-12-07	90	37	2018-04-20	SRR6358429	SRS2743491	GSM2880397		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08145168	SRX3454793	2017-12-07	18	7	2018-04-20	SRR6358430	SRS2743492	GSM2880398		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08145167	SRX3454794	2017-12-07	65	26	2018-04-20	SRR6358431	SRS2743493	GSM2880399		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145166	SRX3454795	2017-12-07	6	2	2018-04-20	SRR6358432	SRS2743494	GSM2880400		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145165	SRX3454796	2017-12-07	73	30	2018-04-20	SRR6358433	SRS2743495	GSM2880401		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145164	SRX3454797	2017-12-07	4	1	2018-04-20	SRR6358434	SRS2743496	GSM2880402		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
140	SAMN08145163	SRX3454798	2017-12-07	31	13	2018-04-20	SRR6358435	SRS2743497	GSM2880403		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
140	SAMN08145162	SRX3454799	2017-12-07	27	11	2018-04-20	SRR6358436	SRS2743499	GSM2880404		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145161	SRX3454800	2017-12-07	15	6	2018-04-20	SRR6358437	SRS2743500	GSM2880405		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145160	SRX3454801	2017-12-07	4	2	2018-04-20	SRR6358438	SRS2743498	GSM2880406		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145159	SRX3454802	2017-12-07	75	31	2018-04-20	SRR6358439	SRS2743501	GSM2880407		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145158	SRX3454803	2017-12-07	45	18	2018-04-20	SRR6358440	SRS2743502	GSM2880408		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145157	SRX3454804	2017-12-07	5	2	2018-04-20	SRR6358441	SRS2743504	GSM2880409		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08145156	SRX3454805	2017-12-07	60	24	2018-04-20	SRR6358442	SRS2743505	GSM2880410		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08145155	SRX3454806	2017-12-07	12	5	2018-04-20	SRR6358443	SRS2743503	GSM2880411		CD4+ CD26- T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08145154	SRX3454903	2017-12-07	12	5	2018-04-20	SRR6358444	SRS2743601	GSM2880412		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145153	SRX3454904	2017-12-07	13	6	2018-04-20	SRR6358445	SRS2743602	GSM2880413		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145152	SRX3454905	2017-12-07	10	4	2018-04-20	SRR6358446	SRS2743604	GSM2880414		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145151	SRX3454906	2017-12-07	15	6	2018-04-20	SRR6358447	SRS2743608	GSM2880415		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145150	SRX3454907	2017-12-07	299	121	2018-04-20	SRR6358448	SRS2743606	GSM2880416		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08145149	SRX3454908	2017-12-07	388	157	2018-04-20	SRR6358449	SRS2743610	GSM2880417		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145148	SRX3454909	2017-12-07	19	8	2018-04-20	SRR6358450	SRS2743605	GSM2880418		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145147	SRX3454910	2017-12-07	30	12	2018-04-20	SRR6358451	SRS2743609	GSM2880419		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145146	SRX3454911	2017-12-07	20	8	2018-04-20	SRR6358452	SRS2743611	GSM2880420		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145145	SRX3454912	2017-12-07	66	27	2018-04-20	SRR6358453	SRS2743607	GSM2880421		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145144	SRX3454913	2017-12-07	337	137	2018-04-20	SRR6358454	SRS2743612	GSM2880422		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08145143	SRX3454914	2017-12-07	280	116	2018-04-20	SRR6358455	SRS2743614	GSM2880423		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08145142	SRX3454915	2017-12-07	61	25	2018-04-20	SRR6358456	SRS2743615	GSM2880424		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08145141	SRX3454916	2017-12-07	59	25	2018-04-20	SRR6358457	SRS2743613	GSM2880425		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08145140	SRX3454917	2017-12-07	17	7	2018-04-20	SRR6358458	SRS2743618	GSM2880426		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
122	SAMN08145139	SRX3454918	2017-12-07	11	4	2018-04-20	SRR6358459	SRS2743617	GSM2880427		CD4+ T cell	Sezary syndrome	1	Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
